 energy time folder timeStep
187 0.017494299999999997 14960.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
188 0.0172628 15040.000000000002 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
189 0.0179093 15120.000000000002 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
190 0.0171705 15200.000000000002 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
191 0.017776499999999997 15280.000000000002 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
192 0.0178298 15360.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
193 0.017842 15440.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
194 0.0169356 15520.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
195 0.017668200000000002 15600.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
196 0.0180699 15680.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
197 0.0177145 15760.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
198 0.0178123 15840.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
199 0.0180243 15920.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
200 0.0179652 16000.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
201 0.0183174 16080.000000000002 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
202 0.01824 16160.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
203 0.0182185 16240.000000000002 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
204 0.018086599999999998 16320.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
205 0.0178337 16400.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
206 0.017830900000000004 16480.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
207 0.0176887 16560.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
208 0.0173468 16640.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
209 0.017330500000000002 16720.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
